time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-12-09T03:16:21.570Z,36.783165,-121.5203323,8.46,1.05,md,7,163,0.06173,0.08,nc,nc72565946,2015-12-09T03:17:54.810Z,"7km SSE of San Juan Bautista, California",earthquake
2015-12-09T03:06:42.670Z,33.664,-116.749,14.39,0.78,ml,32,62,0.05877,0.17,ci,ci37500008,2015-12-09T14:49:08.560Z,"9km SSW of Idyllwild, California",earthquake
2015-12-09T02:54:58.000Z,59.4874,-152.661,76.1,1.6,ml,,,,0.35,ak,ak12184533,2015-12-09T20:08:19.965Z,"56km SW of Anchor Point, Alaska",earthquake
2015-12-09T02:44:09.952Z,39.6422,-119.9896,9.7,0,ml,5,125.23,0.041,0.0819,nn,nn00521991,2015-12-09T06:30:24.953Z,"4km SSW of Cold Springs, Nevada",earthquake
2015-12-09T02:40:22.740Z,44.5291667,-114.2441667,4.09,1.35,ml,5,244,0.178,0.13,mb,mb80113034,2015-12-09T14:37:41.580Z,"2km NNW of Challis, Idaho",earthquake
2015-12-09T02:39:41.850Z,33.1676667,-116.0233333,4.38,1.17,ml,43,53,0.1164,0.23,ci,ci37500000,2015-12-09T14:38:10.590Z,"10km ENE of Ocotillo Wells, California",earthquake
2015-12-09T02:14:05.830Z,36.7433,-97.6022,3.19,2.8,mb_lg,,47,0.233,0.32,us,us20004fq4,2015-12-10T00:57:44.412Z,"13km ESE of Medford, Oklahoma",earthquake
2015-12-09T02:02:35.580Z,38.8423347,-122.8396683,1.64,0.7,md,9,75,0.004965,0.01,nc,nc72565941,2015-12-09T02:04:09.230Z,"10km WNW of Cobb, California",earthquake
2015-12-09T02:01:13.000Z,64.6881,-149.6574,15.7,1.3,ml,,,,0.56,ak,ak12183572,2015-12-09T02:16:55.244Z,"28km WNW of North Nenana, Alaska",earthquake
2015-12-09T01:57:47.730Z,45.8266667,-111.0928333,4.95,0.92,md,5,253,0.333,0.12,mb,mb80113154,2015-12-09T17:14:34.670Z,"8km NE of Belgrade, Montana",earthquake
2015-12-09T01:46:37.310Z,44.5245,-114.2505,5,1.76,ml,8,137,0.171,0.15,mb,mb80112969,2015-12-09T13:43:47.430Z,"2km NW of Challis, Idaho",earthquake
2015-12-09T01:39:48.224Z,38.6748,-119.4212,11.7,2,ml,21,69.18,0.264,0.15,nn,nn00521981,2015-12-09T06:27:17.238Z,"13km SSW of Smith Valley, Nevada",earthquake
2015-12-09T01:36:16.000Z,65.0045,-147.3305,0.1,1.8,ml,,,,0.75,ak,ak12183569,2015-12-09T02:00:35.408Z,"24km NNE of Badger, Alaska",earthquake
2015-12-09T01:32:49.460Z,38.8081665,-122.8164978,2.69,0.55,md,9,122,0.009932,0.02,nc,nc72565931,2015-12-09T01:34:24.950Z,"6km WNW of The Geysers, California",earthquake
2015-12-09T01:19:19.600Z,19.5513,-65.3841,94,3.5,Md,6,288,1.24057341,0.3,pr,pr15343002,2015-12-09T09:21:56.318Z,"133km NNE of Vieques, Puerto Rico",earthquake
2015-12-09T01:14:20.862Z,38.3289,-118.6878,13.1,0.2,ml,4,265.02,0.163,0.1174,nn,nn00521989,2015-12-09T06:20:45.222Z,"22km SSW of Hawthorne, Nevada",earthquake
2015-12-09T01:11:42.670Z,-30.8433,-71.6523,30.48,4.1,mb,,182,0.169,0.6,us,us20004g1u,2015-12-10T00:37:25.011Z,"51km WSW of Ovalle, Chile",earthquake
2015-12-09T00:54:01.000Z,60.1893,-152.4869,84.3,2.3,ml,,,,0.64,ak,ak12183567,2015-12-09T01:08:31.026Z,"35km SSE of Redoubt Volcano, Alaska",earthquake
2015-12-09T00:49:22.000Z,61.4455,-146.7978,30.1,1.9,ml,,,,0.71,ak,ak12183565,2015-12-09T01:08:30.050Z,"42km NW of Valdez, Alaska",earthquake
2015-12-09T00:44:26.040Z,44.514,-114.2345,4.72,1.74,ml,7,204,0.17,0.09,mb,mb80112839,2015-12-09T01:05:06.570Z,"1km NNW of Challis, Idaho",earthquake
2015-12-09T00:43:33.750Z,44.5348333,-114.251,5.57,1.92,ml,9,138,0.18,0.12,mb,mb80112874,2015-12-09T01:12:27.920Z,"3km NNW of Challis, Idaho",earthquake
2015-12-09T00:34:35.680Z,35.0408333,-117.675,-0.82,1.68,ml,20,58,0.1076,0.14,ci,ci37499984,2015-12-09T01:24:50.648Z,"5km NNW of Boron, California",quarry blast
2015-12-09T00:32:29.140Z,38.815834,-122.8134995,17.62,0.67,md,5,100,0.00801,0.11,nc,nc72565926,2015-12-09T00:34:04.570Z,"6km NW of The Geysers, California",earthquake
2015-12-09T00:28:11.200Z,19.0212,-67.5672,50,3.2,Md,14,298.8,0.63780385,0.75,pr,pr15343001,2015-12-09T08:30:42.679Z,"76km NW of San Antonio, Puerto Rico",earthquake
2015-12-09T00:20:17.790Z,38.793499,-122.7291641,1.65,0.96,md,10,58,0.01001,0.02,nc,nc72565921,2015-12-09T00:21:54.520Z,"2km NE of The Geysers, California",earthquake
2015-12-09T00:14:36.980Z,46.2415,-122.8651667,0.021,1.75,ml,3,268,0.1261,0.18,uw,uw61095797,2015-12-09T04:56:11.470Z,"4km SE of Castle Rock, Washington",explosion
2015-12-09T00:05:50.200Z,18.6979,-64.2492,25,2,Md,4,342,0.4464627,0.17,pr,pr15343000,2015-12-09T03:53:45.742Z,"49km NE of Road Town, British Virgin Islands",earthquake
2015-12-09T00:01:39.180Z,46.2073333,-122.1886667,2.4,2.15,md,6,146,0.0069,0.06,uw,uw61095792,2015-12-09T03:06:23.850Z,"38km NNE of Amboy, Washington",earthquake
2015-12-08T23:58:26.000Z,59.9365,-152.8368,86.9,2,ml,,,,0.2,ak,ak12182607,2015-12-09T00:17:30.229Z,"59km WNW of Anchor Point, Alaska",earthquake
2015-12-08T23:58:24.840Z,44.5278333,-114.2443333,4.6,1.6,ml,7,137,0.177,0.13,mb,mb80112719,2015-12-09T15:57:23.860Z,"2km NNW of Challis, Idaho",earthquake
2015-12-08T23:53:56.200Z,19.0447,-64.259,27,3.1,Md,10,306,0.70966907,0.3,pr,pr15342009,2015-12-09T07:56:35.378Z,"79km NNE of Road Town, British Virgin Islands",earthquake
2015-12-08T23:50:40.000Z,44.5291667,-114.242,5,1.79,ml,11,106,0.179,0.12,mb,mb80112694,2015-12-09T00:38:46.760Z,"2km NNW of Challis, Idaho",earthquake
2015-12-08T23:44:38.700Z,19.4845,-67.1855,55,3.2,Md,12,295.2,1.01329964,0.23,pr,pr15342008,2015-12-09T07:47:13.822Z,"110km N of Isabela, Puerto Rico",earthquake
2015-12-08T23:40:36.400Z,44.5106667,-114.2241667,7.78,1.48,ml,8,135,0.172,0.07,mb,mb80112679,2015-12-09T00:30:19.920Z,"0km NE of Challis, Idaho",earthquake
2015-12-08T23:36:10.120Z,44.5538333,-114.2695,5.64,2.39,ml,13,107,0.19,0.18,mb,mb80112674,2015-12-09T00:08:16.220Z,"6km NNW of Challis, Idaho",earthquake
2015-12-08T23:35:07.470Z,44.5386667,-114.2486667,1.03,1.52,ml,7,138,0.184,0.05,mb,mb80112664,2015-12-09T00:20:34.460Z,"4km NNW of Challis, Idaho",earthquake
2015-12-08T23:16:52.480Z,44.5391667,-114.255,1.05,1.67,ml,8,138,0.182,0.02,mb,mb80112624,2015-12-08T23:46:30.690Z,"4km NNW of Challis, Idaho",earthquake
2015-12-08T23:08:26.790Z,36.4966667,-121.0753333,2.15,2,md,38,71,0.01292,0.06,nc,nc72565916,2015-12-09T00:25:52.098Z,"23km ENE of Soledad, California",earthquake
2015-12-08T23:07:43.100Z,44.5528333,-114.2781667,4.65,2.71,ml,16,108,0.186,0.15,mb,mb80112609,2015-12-08T23:38:10.866Z,"6km NW of Challis, Idaho",earthquake
2015-12-08T23:00:49.350Z,33.9981667,-118.332,14.28,1.35,ml,18,126,0.02583,0.18,ci,ci37499968,2015-12-09T01:21:15.144Z,"2km E of View Park-Windsor Hills, California",earthquake
2015-12-08T22:57:48.210Z,44.5548333,-114.2736667,4.98,2.1,ml,10,107,0.19,0.18,mb,mb80112584,2015-12-08T23:30:53.780Z,"6km NNW of Challis, Idaho",earthquake
2015-12-08T22:54:45.770Z,39.4066,-120.2079,11.5,0.6,ml,13,62.09,0.071,0.1247,nn,nn00521935,2015-12-08T23:13:59.318Z,"8km NNW of Truckee, California",earthquake
2015-12-08T22:54:07.040Z,19.1771667,-155.6495,0.696,1.57,md,24,90,0.11,0.17,hv,hv61123041,2015-12-10T00:19:01.800Z,"17km NE of Hawaiian Ocean View, Hawaii",earthquake
2015-12-08T22:52:02.110Z,44.5456667,-114.2851667,5,2.61,ml,10,120,0.178,0.23,mb,mb80112564,2015-12-09T06:54:34.934Z,"6km NW of Challis, Idaho",earthquake
2015-12-08T22:50:52.600Z,44.5408333,-114.2561667,4.43,1.75,ml,8,138,0.183,0.11,mb,mb80113144,2015-12-09T15:51:18.570Z,"4km NNW of Challis, Idaho",earthquake
2015-12-08T22:48:55.910Z,47.6963333,-121.5143333,13.162,1.24,ml,4,244,0.1183,0.03,uw,uw61095787,2015-12-09T02:55:28.920Z,"22km SE of Gold Bar, Washington",earthquake
2015-12-08T22:43:06.190Z,44.554,-114.267,5,2.41,ml,12,108,0.191,0.18,mb,mb80112539,2015-12-09T00:52:45.760Z,"6km NNW of Challis, Idaho",earthquake
2015-12-08T22:38:32.890Z,44.5401667,-114.264,2.65,1.6,ml,7,138,0.18,0.06,mb,mb80113139,2015-12-09T15:44:29.650Z,"4km NNW of Challis, Idaho",earthquake
2015-12-08T22:30:10.270Z,44.5323333,-114.2436667,5.75,1.5,ml,7,137,0.181,0.1,mb,mb80113134,2015-12-09T15:39:50.980Z,"3km NNW of Challis, Idaho",earthquake
2015-12-08T22:11:54.810Z,49.0311667,-122.1956667,0.018,1.16,md,3,337,0.06133,0.02,uw,uw61095782,2015-12-08T22:21:49.980Z,"5km SE of Abbotsford, Canada",explosion
2015-12-08T22:11:22.890Z,19.3846664,-155.2478333,2.44,1.79,md,14,115,0.003388,0.11,hv,hv61123021,2015-12-08T22:14:25.130Z,"5km SSW of Volcano, Hawaii",earthquake
2015-12-08T22:10:01.680Z,36.041,-117.808,1.69,0.48,ml,10,152,0.03806,0.08,ci,ci37499952,2015-12-08T22:47:58.222Z,"13km E of Coso Junction, California",earthquake
2015-12-08T22:09:15.493Z,41.8938,-119.6447,11.6,2,ml,8,177.21,0.126,0.1981,nn,nn00521918,2015-12-08T22:21:42.807Z,"66km ESE of Lakeview, Oregon",earthquake
2015-12-08T22:03:25.080Z,35.3285,-118.5701667,8.81,1.24,ml,20,123,0.1374,0.09,ci,ci37499936,2015-12-08T22:43:15.243Z,"24km NNW of Tehachapi, California",earthquake
2015-12-08T22:00:16.310Z,32.8291667,-116.8713333,-0.26,1.12,ml,8,82,0.06518,0.18,ci,ci37499944,2015-12-08T22:38:48.695Z,"6km ESE of Lakeside, California",quarry blast
2015-12-08T21:33:20.850Z,35.1766667,-117.1251667,0.79,2.11,ml,36,50,0.218,0.15,ci,ci37499920,2015-12-08T22:36:44.250Z,"32km NNW of Barstow, California",earthquake
2015-12-08T21:31:22.550Z,38.8166667,-122.7553333,1.14,0.27,md,18,86,0.011,0.05,nc,nc72565901,2015-12-11T18:23:53.260Z,"2km WSW of Cobb, California",earthquake
2015-12-08T21:29:34.850Z,36.2843333,-89.4446667,5.31,1.14,md,4,107,0.01964,0.1,nm,nm60097637,2015-12-09T14:54:07.670Z,"4km ENE of Ridgely, Tennessee",earthquake
2015-12-08T21:20:39.140Z,38.8371658,-122.8101654,1.41,0.53,md,10,76,0.01375,0.02,nc,nc72565896,2015-12-08T21:22:14.080Z,"7km WNW of Cobb, California",earthquake
2015-12-08T21:16:26.900Z,37.1281662,-121.6018295,5.24,1.5,md,11,87,0.04035,0.06,nc,nc72565886,2015-12-08T21:17:59.050Z,"4km E of Morgan Hill, California",earthquake
2015-12-08T20:54:51.000Z,19.4083,-65.5901,109,3.3,Md,3,280.8,1.13187726,0.25,pr,pr15342007,2015-12-09T17:49:50.040Z,"111km NNE of Vieques, Puerto Rico",earthquake
2015-12-08T20:47:09.180Z,-15.835,-71.873,25.61,4.7,mwr,,74,2.915,1.06,us,us20004fn4,2015-12-09T17:52:44.083Z,"24km NE of Lluta, Peru",earthquake
2015-12-08T20:26:52.000Z,61.672,-149.5165,31.3,1.6,ml,,,,0.94,ak,ak12179744,2015-12-08T20:41:42.128Z,"6km NW of Tanaina, Alaska",earthquake
2015-12-08T19:54:18.410Z,-15.8357,-72.2508,25.13,4.7,mb,,145,3.112,1.1,us,us20004fze,2015-12-09T17:44:21.386Z,"32km NW of Lluta, Peru",earthquake
2015-12-08T19:54:00.690Z,-15.7466,-72.1671,35,4.2,mb,,141,3.139,1.2,us,us20004fmz,2015-12-09T17:45:51.403Z,"33km NNW of Lluta, Peru",earthquake
2015-12-08T19:42:14.330Z,18.8236,145.5721,199.57,4.7,mb,,93,2.472,0.69,us,us20004fmy,2015-12-09T16:16:38.925Z,"11km WNW of Agrihan, Northern Mariana Islands",earthquake
2015-12-08T19:31:20.080Z,38.8370018,-122.7939987,4.93,0.54,md,9,192,0.01484,0.02,nc,nc72565866,2015-12-08T19:32:54.370Z,"6km WNW of Cobb, California",earthquake
2015-12-08T19:29:27.200Z,46.9135,-121.9191667,13.931,1.2,ml,12,97,0.04856,0.14,uw,uw61095702,2015-12-09T22:18:25.510Z,"26km E of Eatonville, Washington",earthquake
2015-12-08T19:19:07.000Z,59.9664,-151.3929,28.8,1.8,ml,,,,0.11,ak,ak12178793,2015-12-08T19:37:35.355Z,"26km NNW of Fritz Creek, Alaska",earthquake
2015-12-08T19:08:51.920Z,38.7618332,-122.7208328,1.13,0.82,md,7,141,0.01176,0.02,nc,nc72565861,2015-12-08T19:10:25.210Z,"3km ESE of The Geysers, California",earthquake
2015-12-08T19:04:28.910Z,44.4836667,-116.104,3.99,1.87,ml,6,125,0.608,0.04,mb,mb80113159,2015-12-09T17:19:45.230Z,"6km SW of Cascade, Idaho",earthquake
2015-12-08T19:02:10.660Z,33.847,-117.6836667,8.3,0.93,ml,21,99,0.08073,0.16,ci,ci37499896,2015-12-08T21:01:24.176Z,"11km WSW of Corona, California",earthquake
2015-12-08T18:54:57.390Z,33.4621667,-116.5796667,7.75,0.59,ml,30,40,0.03752,0.18,ci,ci37499888,2015-12-08T20:38:22.607Z,"14km SE of Anza, California",earthquake
2015-12-08T18:38:13.760Z,33.8175,-117.4891667,-0.57,1.41,ml,55,47,0.03677,0.24,ci,ci37499880,2015-12-08T20:30:47.000Z,"7km SSE of Home Gardens, California",quarry blast
2015-12-08T18:37:00.040Z,53.6361,98.7723,16.68,4.1,mb,,106,3.554,1.13,us,us20004fmc,2015-12-09T15:25:55.009Z,"135km S of Shumskiy, Russia",earthquake
2015-12-08T18:35:19.680Z,0.9829,127.5026,12.01,5,mb,,50,0.249,0.85,us,us20004fma,2015-12-09T15:09:54.841Z,"23km NNE of Ternate, Indonesia",earthquake
2015-12-08T18:13:05.460Z,33.5666667,-116.7171667,3.5,0.33,ml,15,60,0.01686,0.09,ci,ci37499872,2015-12-08T18:36:03.176Z,"4km WNW of Anza, California",earthquake
2015-12-08T18:08:23.169Z,37.1195,-116.7464,2,0.2,ml,4,159.92,0.032,0.0773,nn,nn00521874,2015-12-08T19:45:40.696Z,"23km N of Beatty, Nevada",earthquake
2015-12-08T18:06:42.000Z,58.7218,-155.1171,137.4,2.8,ml,,,,0.4,ak,ak12177843,2015-12-09T15:03:51.040Z,"89km E of King Salmon, Alaska",earthquake
2015-12-08T17:56:13.820Z,37.3373333,-117.8908333,2.46,1.64,md,12,278,0.3105,0.04,nc,nc72565851,2015-12-08T18:56:23.461Z,"40km ENE of Big Pine, California",earthquake
2015-12-08T17:48:39.000Z,61.3555,-146.9419,25.1,2,ml,,,,0.71,ak,ak12177721,2015-12-08T18:00:44.924Z,"40km NW of Valdez, Alaska",earthquake
2015-12-08T17:47:43.701Z,39.5918,-119.9441,4,0.3,ml,3,260.39,0.021,0.0026,nn,nn00521870,2015-12-08T19:33:17.688Z,"8km N of Mogul, Nevada",earthquake
2015-12-08T17:46:56.000Z,64.7903,-147.4887,14.3,0.9,ml,,,,0.08,ak,ak12177718,2015-12-08T18:00:46.529Z,"2km ESE of Badger, Alaska",earthquake
2015-12-08T17:46:55.000Z,60.1287,-141.5456,0.3,1.5,ml,,,,0.94,ak,ak12177720,2015-12-08T18:00:44.133Z,"49km E of Cape Yakataga, Alaska",earthquake
2015-12-08T17:45:54.000Z,63.2754,-151.3363,0.1,2.2,ml,12,97.1999922240006,,0.81,ak,ak12177717,2015-12-08T18:26:46.387Z,"120km W of Cantwell, Alaska",earthquake
2015-12-08T17:45:23.620Z,44.733,-111.1155,14.5,0.61,md,11,77,0.06,0.13,uu,uu60131817,2015-12-08T18:43:12.770Z,"7km N of West Yellowstone, Montana",earthquake
2015-12-08T17:36:38.750Z,38.8151665,-122.8073349,1.09,0.87,md,12,78,0.008491,0.01,nc,nc72565846,2015-12-08T17:38:14.520Z,"6km NW of The Geysers, California",earthquake
2015-12-08T16:59:26.800Z,35.1563333,-118.4038333,-0.71,1.37,ml,30,39,0.1731,0.18,ci,ci37499856,2015-12-08T17:54:41.571Z,"5km ENE of Tehachapi, California",quarry blast
2015-12-08T16:47:28.000Z,62.2364,-151.0964,99.9,2.8,ml,,,,0.59,ak,ak12176770,2015-12-08T17:19:23.687Z,"52km W of Talkeetna, Alaska",earthquake
2015-12-08T16:46:07.336Z,41.857,-119.6351,6.5,1.1,ml,4,223.73,0.154,0.1881,nn,nn00521868,2015-12-08T19:27:05.567Z,"69km ESE of Lakeview, Oregon",earthquake
2015-12-08T16:32:38.060Z,38.3602,72.4245,10,4.4,mb,,129,1.025,0.72,us,us10004575,2015-12-09T00:35:06.495Z,"84km E of Vanj, Tajikistan",earthquake
2015-12-08T16:25:36.180Z,44.7358333,-111.125,17.15,1.12,md,15,68,0.062,0.22,uu,uu60131797,2015-12-08T17:35:18.880Z,"8km NNW of West Yellowstone, Montana",earthquake
2015-12-08T16:13:43.608Z,39.2975,-115.5302,0,1.7,ml,8,79.6,0.601,0.2767,nn,nn00521848,2015-12-08T16:28:21.881Z,"44km ESE of Eureka, Nevada",earthquake
2015-12-08T16:06:35.520Z,36.1103333,-117.89,1.85,0.44,ml,9,246,0.1024,0.1,ci,ci37499848,2015-12-08T17:57:21.923Z,"9km NE of Coso Junction, California",earthquake
2015-12-08T16:04:50.305Z,36.6925,-118.0929,5.6,1.2,ml,10,125.5,0.253,0.1633,nn,nn00521846,2015-12-08T17:54:43.859Z,"9km NNW of Lone Pine, California",earthquake
2015-12-08T16:00:11.000Z,62.1085,-148.1686,27.2,1.9,ml,,,,0.56,ak,ak12176757,2015-12-08T16:23:35.013Z,"49km NE of Sutton-Alpine, Alaska",earthquake
2015-12-08T15:33:26.620Z,33.4168333,-116.637,6.83,0.81,ml,27,63,0.07858,0.1,ci,ci37499840,2015-12-08T17:49:20.747Z,"15km N of Warner Springs, California",earthquake
2015-12-08T15:26:54.570Z,-8.3228,118.4386,82.12,4,mb,,72,3.536,1.06,us,us1000456r,2015-12-08T23:29:27.722Z,"13km WSW of Sampungu, Indonesia",earthquake
2015-12-08T15:18:10.300Z,37.6205,-119.4126667,10.89,2.25,md,43,73,0.2812,0.07,nc,nc72565836,2015-12-10T03:04:47.500Z,"19km SE of Yosemite Valley, California",earthquake
2015-12-08T15:15:37.000Z,63.5743,-147.3218,0,2.2,ml,,,,0.59,ak,ak12175822,2015-12-08T15:41:11.330Z,"83km ENE of Cantwell, Alaska",earthquake
2015-12-08T15:11:02.000Z,64.7601,-149.2128,33.4,1.1,ml,,,,0.67,ak,ak12175818,2015-12-08T15:27:09.982Z,"20km NNW of North Nenana, Alaska",earthquake
2015-12-08T15:10:28.370Z,33.5723333,-116.7125,2.88,0.47,ml,24,61,0.02183,0.09,ci,ci37499816,2015-12-08T17:45:22.920Z,"4km WNW of Anza, California",earthquake
2015-12-08T15:08:41.600Z,19.7262,-65.4657,48,3.2,Md,6,295.2,1.42023646,0.18,pr,pr15342006,2015-12-08T23:11:09.406Z,"149km NNE of Vieques, Puerto Rico",earthquake
2015-12-08T15:08:38.330Z,37.6248333,-118.8621667,7.84,1.23,md,26,59,0.005865,0.04,nc,nc72565831,2015-12-08T18:20:03.513Z,"10km ESE of Mammoth Lakes, California",earthquake
2015-12-08T15:06:59.248Z,37.1344,-116.7504,4.1,0.2,ml,9,181.56,0.025,0.1308,nn,nn00521834,2015-12-08T17:32:43.423Z,"25km N of Beatty, Nevada",earthquake
2015-12-08T15:05:20.000Z,63.7159,-147.8517,0,1.8,ml,,,,0.58,ak,ak12175811,2015-12-08T15:27:09.326Z,"57km ESE of Healy, Alaska",earthquake
2015-12-08T15:02:18.000Z,52.0416,-174.3109,64.8,2.1,ml,,,,0.26,ak,ak12175830,2015-12-08T15:54:59.820Z,"18km SSW of Atka, Alaska",earthquake
2015-12-08T15:01:51.000Z,51.786,-169.4416,25.6,2.8,ml,,,,0.3,ak,ak12175810,2015-12-08T23:04:18.213Z,"127km SE of Yunaska Island, Alaska",earthquake
2015-12-08T14:56:15.363Z,39.6162,-119.9666,2.1,0.5,ml,6,127.09,0.01,0.1693,nn,nn00521841,2015-12-08T15:34:26.904Z,"7km S of Cold Springs, Nevada",earthquake
2015-12-08T14:53:39.200Z,19.6079,-65.4332,72,3.9,Md,14,277.2,1.30076053,0.43,pr,pr15342004,2015-12-08T17:05:05.565Z,"137km NNE of Vieques, Puerto Rico",earthquake
2015-12-08T14:51:26.834Z,39.6166,-119.9691,2.6,1.9,ml,22,78.3,0.011,0.1758,nn,nn00521831,2015-12-08T15:25:03.682Z,"7km S of Cold Springs, Nevada",earthquake
2015-12-08T14:51:14.452Z,39.6169,-119.9599,2.2,0.8,ml,7,108.5,0.01,0.1621,nn,nn00521840,2015-12-08T15:31:18.746Z,"7km SSE of Cold Springs, Nevada",earthquake
2015-12-08T14:30:53.899Z,39.3757,-119.7726,0,0.5,ml,6,107.15,0.016,0.1061,nn,nn00521843,2015-12-08T15:46:45.433Z,"12km NW of Virginia City, Nevada",earthquake
2015-12-08T14:08:44.260Z,38.4868,72.8379,10,4.6,mb,,188,1.28,0.51,us,us1000456b,2015-12-08T22:11:26.484Z,"84km SW of Karakul, Tajikistan",earthquake
2015-12-08T14:06:20.340Z,34.0393333,-117.1018333,8.86,1.86,ml,92,21,0.009591,0.12,ci,ci37499800,2015-12-08T17:41:10.070Z,"4km SE of Mentone, California",earthquake
2015-12-08T14:02:07.900Z,37.6071667,-119.416,4.92,1.27,md,11,137,0.2682,0.16,nc,nc72565816,2015-12-08T18:11:03.030Z,"20km SE of Yosemite Valley, California",earthquake
2015-12-08T13:59:17.890Z,14.2092,-91.2898,72.05,4.4,mb,,148,0.502,1.49,us,us10004559,2015-12-08T22:02:00.133Z,"1km NE of Nueva Concepcion, Guatemala",earthquake
2015-12-08T13:49:35.070Z,35.584,-118.4498333,2.8,1.09,ml,19,118,0.08104,0.14,ci,ci37499792,2015-12-08T17:24:27.575Z,"4km E of Bodfish, California",earthquake
2015-12-08T13:48:41.210Z,33.8273333,-117.0353333,15.29,1.11,ml,51,46,0.05936,0.18,ci,ci37499784,2015-12-08T17:13:47.410Z,"9km NW of San Jacinto, California",earthquake
2015-12-08T13:38:18.790Z,33.6241667,-116.681,14.12,1.19,ml,49,30,0.04502,0.12,ci,ci37499776,2015-12-08T16:57:29.700Z,"8km N of Anza, California",earthquake
2015-12-08T13:38:15.224Z,37.2537,-117.5863,11.9,0.6,ml,7,168.25,0.052,0.1608,nn,nn00521835,2015-12-09T02:35:59.896Z,"59km SSW of Goldfield, Nevada",earthquake
2015-12-08T13:35:01.270Z,38.8414993,-122.8386688,1.67,1.62,md,27,84,0.003824,0.02,nc,nc72565806,2015-12-08T13:36:34.900Z,"10km WNW of Cobb, California",earthquake
2015-12-08T13:32:48.460Z,-30.783,-71.9747,26.14,4.6,mb,,125,0.312,0.73,us,us10004552,2015-12-09T13:06:19.040Z,"76km WSW of Ovalle, Chile",earthquake
2015-12-08T13:31:29.190Z,37.608,-119.404,6.44,1.28,md,17,137,0.2587,0.26,nc,nc72565811,2015-12-08T17:56:00.700Z,"21km SE of Yosemite Valley, California",earthquake
2015-12-08T13:16:38.600Z,19.6308,-65.3831,59,3.5,Md,8,306,1.31872684,0.15,pr,pr15342005,2015-12-08T21:19:17.497Z,"141km NNE of Vieques, Puerto Rico",earthquake
2015-12-08T13:01:54.200Z,37.625,-119.4148,11.7,2.6,Md,53,53.9999956800003,0.2694946,0.1,nc,nc72565801,2015-12-09T00:46:22.357Z,"19km SE of Yosemite Valley, California",earthquake
2015-12-08T12:59:22.720Z,37.5933333,-119.3885,5.37,1.5,md,27,185,0.2483,0.09,nc,nc72565796,2015-12-08T17:49:54.690Z,"23km SE of Yosemite Valley, California",earthquake
2015-12-08T12:56:07.870Z,-30.7884,-71.7392,29.62,5.6,mb,,84,0.145,0.62,us,us1000454p,2015-12-08T18:57:09.000Z,"55km WSW of Ovalle, Chile",earthquake
2015-12-08T12:55:52.320Z,-15.1686,-174.924,247.35,4.8,mb,,64,6.157,0.6,us,us1000454t,2015-12-08T20:58:22.886Z,"152km NW of Hihifo, Tonga",earthquake
2015-12-08T12:50:01.100Z,37.6256667,-119.4123333,11.25,2.77,md,58,43,0.2642,0.08,nc,nc72565791,2015-12-10T03:02:05.056Z,"19km SE of Yosemite Valley, California",earthquake
2015-12-08T12:48:14.960Z,36.3753333,-117.8658333,-0.38,1.57,ml,25,53,0.1819,0.17,ci,ci37499744,2015-12-08T20:50:59.438Z,"16km NE of Olancha, California",earthquake
2015-12-08T12:37:25.800Z,18.2262,-68.1514,116,3.2,Md,9,331.2,0.65666847,0.21,pr,pr15342003,2015-12-08T20:40:03.447Z,"47km SE of Punta Cana, Dominican Republic",earthquake
2015-12-08T12:25:46.000Z,37.6083,-119.3757,2.1,1,Md,7,338.399972928002,0.2515283,0.03,nc,nc72565786,2015-12-08T17:36:59.656Z,"23km SE of Yosemite Valley, California",earthquake
2015-12-08T12:05:10.000Z,45.595,-67.335,1,1.8,mb_lg,,,,0.5,us,us20004g2q,2015-12-10T06:31:43.040Z,"45km N of Calais, Maine",earthquake
2015-12-08T11:52:50.790Z,32.2846667,-115.3248333,15.91,2.62,ml,20,210,0.1355,0.28,ci,ci37499736,2015-12-08T19:55:26.032Z,"15km WSW of Delta, B.C., MX",earthquake
2015-12-08T11:39:45.030Z,38.8161659,-122.8216629,2.82,1.11,md,21,65,0.009358,0.02,nc,nc72565781,2015-12-08T11:41:19.040Z,"7km NW of The Geysers, California",earthquake
2015-12-08T11:20:28.710Z,33.6725,-117.404,8.09,1.46,ml,69,55,0.02973,0.19,ci,ci37499728,2015-12-08T16:22:02.480Z,"7km NW of Lakeland Village, California",earthquake
2015-12-08T11:12:29.000Z,57.2252,-157.3421,100,3.4,ml,,,,0.86,ak,ak12173036,2015-12-08T19:15:06.806Z,"138km NE of Chignik Lake, Alaska",earthquake
2015-12-08T11:12:21.030Z,38.8428345,-122.8290024,2.02,1.37,md,24,56,0.01261,0.02,nc,nc72565771,2015-12-08T11:13:54.810Z,"9km WNW of Cobb, California",earthquake
2015-12-08T10:51:15.977Z,36.6219,-116.2436,5.1,-0.1,ml,10,112.52,0.085,0.1327,nn,nn00521819,2015-12-09T02:35:26.184Z,"51km NNW of Pahrump, Nevada",earthquake
2015-12-08T10:47:38.000Z,62.3434,-151.1875,79.2,2,ml,,,,0.41,ak,ak12172117,2015-12-08T11:15:02.239Z,"55km W of Talkeetna, Alaska",earthquake
